pad_area_m2,thickness_m,bulk_density_kg_m3,processed_mass_kg,route,lc_erl,lc_erl_tag,route_role,delivered_energy_nominal_MJ_per_kg,loss_multiplier,dark_gap_days,route_complete_energy_MJ,route_complete_energy_kWh,storage_equivalent_power_kW,temporal_exposure_index_MJ_d,energy_ratio_vs_lowest_nominal,missing_promotion_evidence,within_1_kW_dark_gap_buffer_screen,within_5_kW_dark_gap_buffer_screen,within_10_kW_dark_gap_buffer_screen,screen_decision
15.0,0.02,2000,600.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,6,8,16427.807486631016,4563.279857397504,23.767082590612002,131422.45989304813,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,2000,600.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,6,14,16427.807486631016,4563.279857397504,13.581190051778286,229989.30481283422,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,2000,600.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,1,4,15584.415584415583,4329.004329004329,45.09379509379509,62337.66233766233,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,2000,600.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,1,8,15584.415584415583,4329.004329004329,22.546897546897544,124675.32467532466,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,2000,600.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,1,14,15584.415584415583,4329.004329004329,12.883941455370024,218181.81818181818,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,2000,600.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,3,4,46753.24675324675,12987.012987012986,135.28138528138527,187012.987012987,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,2000,600.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,3,8,46753.24675324675,12987.012987012986,67.64069264069263,374025.974025974,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,2000,600.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,3,14,46753.24675324675,12987.012987012986,38.65182436611007,654545.4545454545,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,2000,600.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,6,4,93506.4935064935,25974.02597402597,270.56277056277054,374025.974025974,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,2000,600.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,6,8,93506.4935064935,25974.02597402597,135.28138528138527,748051.948051948,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,2000,600.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,6,14,93506.4935064935,25974.02597402597,77.30364873222014,1309090.909090909,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1500,1125.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,1,4,2268.9075630252105,630.2521008403362,6.565126050420169,9075.630252100842,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.05,1500,1125.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,1,8,2268.9075630252105,630.2521008403362,3.2825630252100844,18151.260504201684,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.05,1500,1125.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,1,14,2268.9075630252105,630.2521008403362,1.8757503001200482,31764.705882352948,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.05,1500,1125.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,3,4,6806.722689075632,1890.7563025210088,19.695378151260506,27226.890756302528,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,3,8,6806.722689075632,1890.7563025210088,9.847689075630253,54453.781512605055,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.05,1500,1125.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,3,14,6806.722689075632,1890.7563025210088,5.627250900360145,95294.11764705885,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.05,1500,1125.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,6,4,13613.445378151264,3781.5126050420176,39.39075630252101,54453.781512605055,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,6,8,13613.445378151264,3781.5126050420176,19.695378151260506,108907.56302521011,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,6,14,13613.445378151264,3781.5126050420176,11.25450180072029,190588.2352941177,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,CSS,3,3P,priority falsification target,4.329004329004329,1,4,4870.12987012987,1352.8138528138527,14.091810966810966,19480.51948051948,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,CSS,3,3P,priority falsification target,4.329004329004329,1,8,4870.12987012987,1352.8138528138527,7.045905483405483,38961.03896103896,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.05,1500,1125.0,CSS,3,3P,priority falsification target,4.329004329004329,1,14,4870.12987012987,1352.8138528138527,4.026231704803133,68181.81818181818,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.05,1500,1125.0,CSS,3,3P,priority falsification target,4.329004329004329,3,4,14610.389610389611,4058.4415584415588,42.275432900432904,58441.558441558445,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,CSS,3,3P,priority falsification target,4.329004329004329,3,8,14610.389610389611,4058.4415584415588,21.137716450216452,116883.11688311689,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,CSS,3,3P,priority falsification target,4.329004329004329,3,14,14610.389610389611,4058.4415584415588,12.078695114409399,204545.45454545456,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,CSS,3,3P,priority falsification target,4.329004329004329,6,4,29220.779220779223,8116.8831168831175,84.55086580086581,116883.11688311689,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,CSS,3,3P,priority falsification target,4.329004329004329,6,8,29220.779220779223,8116.8831168831175,42.275432900432904,233766.23376623378,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,CSS,3,3P,priority falsification target,4.329004329004329,6,14,29220.779220779223,8116.8831168831175,24.157390228818798,409090.9090909091,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,1,4,5133.689839572193,1426.0249554367201,14.854426619132502,20534.75935828877,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,1,8,5133.689839572193,1426.0249554367201,7.427213309566251,41069.51871657754,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.05,1500,1125.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,1,14,5133.689839572193,1426.0249554367201,4.244121891180715,71871.6577540107,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.05,1500,1125.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,3,4,15401.069518716578,4278.07486631016,44.563279857397504,61604.27807486631,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,3,8,15401.069518716578,4278.07486631016,22.281639928698752,123208.55614973263,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,3,14,15401.069518716578,4278.07486631016,12.732365673542143,215614.9732620321,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,6,4,30802.139037433157,8556.14973262032,89.12655971479501,123208.55614973263,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,6,8,30802.139037433157,8556.14973262032,44.563279857397504,246417.11229946525,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,6,14,30802.139037433157,8556.14973262032,25.464731347084285,431229.9465240642,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1500,1125.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,1,4,29220.779220779215,8116.883116883115,84.55086580086578,116883.11688311686,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1500,1125.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,1,8,29220.779220779215,8116.883116883115,42.27543290043289,233766.23376623372,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1500,1125.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,1,14,29220.779220779215,8116.883116883115,24.157390228818794,409090.909090909,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1500,1125.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,3,4,87662.33766233764,24350.649350649343,253.6525974025973,350649.35064935056,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1500,1125.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,3,8,87662.33766233764,24350.649350649343,126.82629870129865,701298.7012987011,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1500,1125.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,3,14,87662.33766233764,24350.649350649343,72.47217068645638,1227272.727272727,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1500,1125.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,6,4,175324.67532467528,48701.298701298685,507.3051948051946,701298.7012987011,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1500,1125.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,6,8,175324.67532467528,48701.298701298685,253.6525974025973,1402597.4025974022,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1500,1125.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,6,14,175324.67532467528,48701.298701298685,144.94434137291276,2454545.454545454,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1800,1350.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,1,4,2722.689075630253,756.3025210084036,7.878151260504203,10890.756302521011,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.05,1800,1350.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,1,8,2722.689075630253,756.3025210084036,3.9390756302521015,21781.512605042022,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.05,1800,1350.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,1,14,2722.689075630253,756.3025210084036,2.250900360144058,38117.64705882354,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.05,1800,1350.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,3,4,8168.067226890758,2268.9075630252105,23.634453781512608,32672.268907563033,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,3,8,8168.067226890758,2268.9075630252105,11.817226890756304,65344.53781512607,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,3,14,8168.067226890758,2268.9075630252105,6.752701080432174,114352.94117647062,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.05,1800,1350.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,6,4,16336.134453781517,4537.815126050421,47.268907563025216,65344.53781512607,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,6,8,16336.134453781517,4537.815126050421,23.634453781512608,130689.07563025213,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,6,14,16336.134453781517,4537.815126050421,13.505402160864348,228705.88235294123,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,CSS,3,3P,priority falsification target,4.329004329004329,1,4,5844.1558441558445,1623.3766233766235,16.91017316017316,23376.623376623378,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,CSS,3,3P,priority falsification target,4.329004329004329,1,8,5844.1558441558445,1623.3766233766235,8.45508658008658,46753.246753246756,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.05,1800,1350.0,CSS,3,3P,priority falsification target,4.329004329004329,1,14,5844.1558441558445,1623.3766233766235,4.83147804576376,81818.18181818182,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.05,1800,1350.0,CSS,3,3P,priority falsification target,4.329004329004329,3,4,17532.467532467534,4870.12987012987,50.73051948051948,70129.87012987013,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,CSS,3,3P,priority falsification target,4.329004329004329,3,8,17532.467532467534,4870.12987012987,25.36525974025974,140259.74025974027,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,CSS,3,3P,priority falsification target,4.329004329004329,3,14,17532.467532467534,4870.12987012987,14.494434137291279,245454.54545454547,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,CSS,3,3P,priority falsification target,4.329004329004329,6,4,35064.93506493507,9740.25974025974,101.46103896103897,140259.74025974027,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,CSS,3,3P,priority falsification target,4.329004329004329,6,8,35064.93506493507,9740.25974025974,50.73051948051948,280519.48051948054,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,CSS,3,3P,priority falsification target,4.329004329004329,6,14,35064.93506493507,9740.25974025974,28.988868274582558,490909.09090909094,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,1,4,6160.4278074866315,1711.2299465240642,17.825311942959,24641.711229946526,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,1,8,6160.4278074866315,1711.2299465240642,8.9126559714795,49283.42245989305,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.05,1800,1350.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,1,14,6160.4278074866315,1711.2299465240642,5.092946269416857,86245.98930481284,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.05,1800,1350.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,3,4,18481.283422459896,5133.689839572193,53.475935828877006,73925.13368983958,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,3,8,18481.283422459896,5133.689839572193,26.737967914438503,147850.26737967916,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,3,14,18481.283422459896,5133.689839572193,15.278838808250573,258737.96791443854,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,6,4,36962.56684491979,10267.379679144386,106.95187165775401,147850.26737967916,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,6,8,36962.56684491979,10267.379679144386,53.475935828877006,295700.5347593583,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,6,14,36962.56684491979,10267.379679144386,30.557677616501145,517475.9358288771,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,1800,1350.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,1,4,35064.93506493506,9740.259740259738,101.46103896103894,140259.74025974024,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1800,1350.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,1,8,35064.93506493506,9740.259740259738,50.73051948051947,280519.4805194805,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1800,1350.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,1,14,35064.93506493506,9740.259740259738,28.988868274582554,490909.0909090908,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1800,1350.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,3,4,105194.80519480517,29220.779220779215,304.38311688311677,420779.2207792207,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1800,1350.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,3,8,105194.80519480517,29220.779220779215,152.19155844155839,841558.4415584414,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1800,1350.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,3,14,105194.80519480517,29220.779220779215,86.96660482374766,1472727.2727272725,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1800,1350.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,6,4,210389.61038961035,58441.55844155843,608.7662337662335,841558.4415584414,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1800,1350.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,6,8,210389.61038961035,58441.55844155843,304.38311688311677,1683116.8831168828,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,1800,1350.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,6,14,210389.61038961035,58441.55844155843,173.93320964749532,2945454.545454545,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.05,2000,1500.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,1,4,3025.210084033614,840.3361344537816,8.753501400560225,12100.840336134455,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.05,2000,1500.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,1,8,3025.210084033614,840.3361344537816,4.3767507002801125,24201.68067226891,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.05,2000,1500.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,1,14,3025.210084033614,840.3361344537816,2.501000400160064,42352.941176470595,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.05,2000,1500.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,3,4,9075.630252100842,2521.008403361345,26.260504201680675,36302.52100840337,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,2000,1500.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,3,8,9075.630252100842,2521.008403361345,13.130252100840337,72605.04201680674,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,2000,1500.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,3,14,9075.630252100842,2521.008403361345,7.503001200480193,127058.82352941179,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.05,2000,1500.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,6,4,18151.260504201684,5042.01680672269,52.52100840336135,72605.04201680674,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,2000,1500.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,6,8,18151.260504201684,5042.01680672269,26.260504201680675,145210.08403361347,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,2000,1500.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,6,14,18151.260504201684,5042.01680672269,15.006002400960385,254117.64705882358,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,2000,1500.0,CSS,3,3P,priority falsification target,4.329004329004329,1,4,6493.506493506494,1803.751803751804,18.789081289081288,25974.025974025975,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,2000,1500.0,CSS,3,3P,priority falsification target,4.329004329004329,1,8,6493.506493506494,1803.751803751804,9.394540644540644,51948.05194805195,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.05,2000,1500.0,CSS,3,3P,priority falsification target,4.329004329004329,1,14,6493.506493506494,1803.751803751804,5.368308939737511,90909.09090909091,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.05,2000,1500.0,CSS,3,3P,priority falsification target,4.329004329004329,3,4,19480.51948051948,5411.255411255411,56.367243867243864,77922.07792207792,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,2000,1500.0,CSS,3,3P,priority falsification target,4.329004329004329,3,8,19480.51948051948,5411.255411255411,28.183621933621932,155844.15584415584,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,2000,1500.0,CSS,3,3P,priority falsification target,4.329004329004329,3,14,19480.51948051948,5411.255411255411,16.104926819212533,272727.2727272727,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.05,2000,1500.0,CSS,3,3P,priority falsification target,4.329004329004329,6,4,38961.03896103896,10822.510822510822,112.73448773448773,155844.15584415584,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
