pad_area_m2,thickness_m,bulk_density_kg_m3,processed_mass_kg,route,lc_erl,lc_erl_tag,route_role,delivered_energy_nominal_MJ_per_kg,loss_multiplier,dark_gap_days,route_complete_energy_MJ,route_complete_energy_kWh,storage_equivalent_power_kW,temporal_exposure_index_MJ_d,energy_ratio_vs_lowest_nominal,missing_promotion_evidence,within_1_kW_dark_gap_buffer_screen,within_5_kW_dark_gap_buffer_screen,within_10_kW_dark_gap_buffer_screen,screen_decision
15.0,0.02,1500,450.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,1,14,2053.475935828877,570.409982174688,1.6976487564722857,28748.663101604277,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,1500,450.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,3,4,6160.427807486631,1711.229946524064,17.825311942959,24641.711229946523,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,1500,450.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,3,8,6160.427807486631,1711.229946524064,8.9126559714795,49283.422459893045,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.02,1500,450.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,3,14,6160.427807486631,1711.229946524064,5.092946269416856,86245.98930481283,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.02,1500,450.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,6,4,12320.855614973261,3422.459893048128,35.650623885918,49283.422459893045,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,1500,450.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,6,8,12320.855614973261,3422.459893048128,17.825311942959,98566.84491978609,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,1500,450.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,6,14,12320.855614973261,3422.459893048128,10.185892538833713,172491.97860962566,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,1500,450.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,1,4,11688.311688311687,3246.7532467532465,33.82034632034632,46753.24675324675,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,1500,450.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,1,8,11688.311688311687,3246.7532467532465,16.91017316017316,93506.4935064935,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,1500,450.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,1,14,11688.311688311687,3246.7532467532465,9.662956091527517,163636.36363636362,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,yes,burden comparator under this energy-power screen
15.0,0.02,1500,450.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,3,4,35064.93506493506,9740.259740259738,101.46103896103894,140259.74025974024,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,1500,450.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,3,8,35064.93506493506,9740.259740259738,50.73051948051947,280519.4805194805,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,1500,450.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,3,14,35064.93506493506,9740.259740259738,28.988868274582554,490909.0909090908,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,1500,450.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,6,4,70129.87012987012,19480.519480519477,202.92207792207788,280519.4805194805,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,1500,450.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,6,8,70129.87012987012,19480.519480519477,101.46103896103894,561038.961038961,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,1500,450.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,6,14,70129.87012987012,19480.519480519477,57.97773654916511,981818.1818181816,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,1800,540.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,1,4,1089.075630252101,302.5210084033614,3.151260504201681,4356.302521008404,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,1800,540.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,1,8,1089.075630252101,302.5210084033614,1.5756302521008405,8712.605042016809,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,1800,540.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,1,14,1089.075630252101,302.5210084033614,0.9003601440576231,15247.058823529414,1.0,"batch mass, pressure tooling, consumables, route-complete loss",yes,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,1800,540.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,3,4,3267.226890756303,907.5630252100841,9.453781512605042,13068.907563025212,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.02,1800,540.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,3,8,3267.226890756303,907.5630252100841,4.726890756302521,26137.815126050424,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,1800,540.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,3,14,3267.226890756303,907.5630252100841,2.701080432172869,45741.17647058824,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,1800,540.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,6,4,6534.453781512606,1815.1260504201682,18.907563025210084,26137.815126050424,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,1800,540.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,6,8,6534.453781512606,1815.1260504201682,9.453781512605042,52275.63025210085,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.02,1800,540.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,6,14,6534.453781512606,1815.1260504201682,5.402160864345738,91482.35294117648,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.02,1800,540.0,CSS,3,3P,priority falsification target,4.329004329004329,1,4,2337.6623376623374,649.3506493506493,6.764069264069263,9350.64935064935,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.02,1800,540.0,CSS,3,3P,priority falsification target,4.329004329004329,1,8,2337.6623376623374,649.3506493506493,3.3820346320346313,18701.2987012987,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,1800,540.0,CSS,3,3P,priority falsification target,4.329004329004329,1,14,2337.6623376623374,649.3506493506493,1.9325912183055036,32727.272727272724,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,1800,540.0,CSS,3,3P,priority falsification target,4.329004329004329,3,4,7012.987012987012,1948.0519480519479,20.29220779220779,28051.94805194805,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,1800,540.0,CSS,3,3P,priority falsification target,4.329004329004329,3,8,7012.987012987012,1948.0519480519479,10.146103896103895,56103.8961038961,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,1800,540.0,CSS,3,3P,priority falsification target,4.329004329004329,3,14,7012.987012987012,1948.0519480519479,5.797773654916511,98181.81818181818,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.02,1800,540.0,CSS,3,3P,priority falsification target,4.329004329004329,6,4,14025.974025974025,3896.1038961038957,40.58441558441558,56103.8961038961,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,1800,540.0,CSS,3,3P,priority falsification target,4.329004329004329,6,8,14025.974025974025,3896.1038961038957,20.29220779220779,112207.7922077922,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,1800,540.0,CSS,3,3P,priority falsification target,4.329004329004329,6,14,14025.974025974025,3896.1038961038957,11.595547309833021,196363.63636363635,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,1800,540.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,1,4,2464.1711229946527,684.4919786096258,7.130124777183601,9856.68449197861,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.02,1800,540.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,1,8,2464.1711229946527,684.4919786096258,3.5650623885918007,19713.36898395722,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,1800,540.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,1,14,2464.1711229946527,684.4919786096258,2.0371785077667433,34498.39572192514,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,1800,540.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,3,4,7392.513368983959,2053.4759358288775,21.390374331550806,29570.053475935834,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,1800,540.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,3,8,7392.513368983959,2053.4759358288775,10.695187165775403,59140.10695187167,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,1800,540.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,3,14,7392.513368983959,2053.4759358288775,6.11153552330023,103495.18716577542,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.02,1800,540.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,6,4,14785.026737967917,4106.951871657755,42.78074866310161,59140.10695187167,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,1800,540.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,6,8,14785.026737967917,4106.951871657755,21.390374331550806,118280.21390374334,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,1800,540.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,6,14,14785.026737967917,4106.951871657755,12.22307104660046,206990.37433155085,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,1800,540.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,1,4,14025.974025974025,3896.1038961038957,40.58441558441558,56103.8961038961,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,1800,540.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,1,8,14025.974025974025,3896.1038961038957,20.29220779220779,112207.7922077922,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,1800,540.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,1,14,14025.974025974025,3896.1038961038957,11.595547309833021,196363.63636363635,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,1800,540.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,3,4,42077.92207792208,11688.311688311687,121.75324675324674,168311.6883116883,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,1800,540.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,3,8,42077.92207792208,11688.311688311687,60.87662337662337,336623.3766233766,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,1800,540.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,3,14,42077.92207792208,11688.311688311687,34.78664192949907,589090.9090909091,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,1800,540.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,6,4,84155.84415584416,23376.623376623374,243.50649350649348,336623.3766233766,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,1800,540.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,6,8,84155.84415584416,23376.623376623374,121.75324675324674,673246.7532467532,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,1800,540.0,SPS,3,3C,comparator/burden baseline,25.97402597402597,6,14,84155.84415584416,23376.623376623374,69.57328385899814,1178181.8181818181,12.878787878787875,"deployable pressure tooling, pulsed power, batch and object scale",no,no,no,burden comparator under this energy-power screen
15.0,0.02,2000,600.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,1,4,1210.0840336134456,336.13445378151266,3.50140056022409,4840.3361344537825,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,2000,600.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,1,8,1210.0840336134456,336.13445378151266,1.750700280112045,9680.672268907565,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,2000,600.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,1,14,1210.0840336134456,336.13445378151266,1.0004001600640258,16941.176470588238,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,2000,600.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,3,4,3630.252100840337,1008.403361344538,10.50420168067227,14521.008403361348,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,2000,600.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,3,8,3630.252100840337,1008.403361344538,5.252100840336135,29042.016806722695,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.02,2000,600.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,3,14,3630.252100840337,1008.403361344538,3.001200480192077,50823.52941176471,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,2000,600.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,6,4,7260.504201680674,2016.806722689076,21.00840336134454,29042.016806722695,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,2000,600.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,6,8,7260.504201680674,2016.806722689076,10.50420168067227,58084.03361344539,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,2000,600.0,Cold sinter,3,3P,priority falsification target,2.016806722689076,6,14,7260.504201680674,2016.806722689076,6.002400960384154,101647.05882352943,1.0,"batch mass, pressure tooling, consumables, route-complete loss",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.02,2000,600.0,CSS,3,3P,priority falsification target,4.329004329004329,1,4,2597.402597402597,721.5007215007214,7.5156325156325146,10389.610389610389,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.02,2000,600.0,CSS,3,3P,priority falsification target,4.329004329004329,1,8,2597.402597402597,721.5007215007214,3.7578162578162573,20779.220779220777,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,2000,600.0,CSS,3,3P,priority falsification target,4.329004329004329,1,14,2597.402597402597,721.5007215007214,2.147323575895004,36363.63636363636,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,2000,600.0,CSS,3,3P,priority falsification target,4.329004329004329,3,4,7792.2077922077915,2164.5021645021643,22.546897546897544,31168.831168831166,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,2000,600.0,CSS,3,3P,priority falsification target,4.329004329004329,3,8,7792.2077922077915,2164.5021645021643,11.273448773448772,62337.66233766233,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,2000,600.0,CSS,3,3P,priority falsification target,4.329004329004329,3,14,7792.2077922077915,2164.5021645021643,6.441970727685012,109090.90909090909,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.02,2000,600.0,CSS,3,3P,priority falsification target,4.329004329004329,6,4,15584.415584415583,4329.004329004329,45.09379509379509,62337.66233766233,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,2000,600.0,CSS,3,3P,priority falsification target,4.329004329004329,6,8,15584.415584415583,4329.004329004329,22.546897546897544,124675.32467532466,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,2000,600.0,CSS,3,3P,priority falsification target,4.329004329004329,6,14,15584.415584415583,4329.004329004329,12.883941455370024,218181.81818181818,2.146464646464646,"temporal storage closure, optical/dust loss stack, site-specific power delivery",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,2000,600.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,1,4,2737.9679144385027,760.5466428995841,7.9223608635373335,10951.87165775401,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.02,2000,600.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,1,8,2737.9679144385027,760.5466428995841,3.9611804317686667,21903.74331550802,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,2000,600.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,1,14,2737.9679144385027,760.5466428995841,2.263531675296381,38331.55080213904,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,yes,yes,"low-burden diagnostic priority, still blocked by route-specific gates"
15.0,0.02,2000,600.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,3,4,8213.903743315508,2281.639928698752,23.767082590612002,32855.61497326203,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,2000,600.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,3,8,8213.903743315508,2281.639928698752,11.883541295306001,65711.22994652406,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
15.0,0.02,2000,600.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,3,14,8213.903743315508,2281.639928698752,6.790595025889143,114994.65240641711,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,yes,moderate power/storage burden; keep as measurement priority
15.0,0.02,2000,600.0,Geopolymer,3,3P,priority falsification target,4.563279857397505,6,4,16427.807486631016,4563.279857397504,47.534165181224004,65711.22994652406,2.262626262626262,"water/alkali recovery, curing cycle, consumable logistics",no,no,no,power/storage-sensitive; needs temporal and loss closure before promotion
